host_category_raw,week,avg_heat,total_heat,topic_count,normalized_heat,mau_millions,dau_millions,heat_per_mau,heat_per_dau
数码,2024-08-19,499040.14285714284,3493281,7,0.001792777187056828,587.0,257.0,5951.074957410562,13592.53307392996
旅游,2024-08-19,380718.8,1903594,5,0.000976938269958316,587.0,257.0,3242.9199318568994,7406.980544747082
时事,2024-08-19,738501.7696629213,131453315,178,0.06746279623511398,587.0,257.0,223940.91141396933,511491.4980544747
时尚,2024-08-19,451186.4,2255932,5,0.0011577606912102074,587.0,257.0,3843.1550255536627,8777.945525291829
明星,2024-08-19,468124.73839662445,110945563,237,0.056938068924766175,587.0,257.0,189004.36626916524,431694.79766536964
明星-其他,2024-08-19,413889.0,1655556,4,0.0008496433664211537,587.0,257.0,2820.36797274276,6441.852140077821
明星-内地,2024-08-19,466916.28571428574,65368280,140,0.03354747618102956,587.0,257.0,111359.9318568995,254351.2840466926
明星-日韩,2024-08-19,652684.0,1958052,3,0.0010048865111827524,587.0,257.0,3335.6933560477,7618.8793774319065
明星-港台,2024-08-19,525617.4,2628087,5,0.0013487533408278974,587.0,257.0,4477.149914821124,10226.019455252917
星座,2024-08-19,196510.0,1965100,10,0.0010085035959847986,587.0,257.0,3347.700170357751,7646.303501945526
校园,2024-08-19,748841.5,1497683,2,0.0007686217959113027,587.0,257.0,2551.419080068143,5827.560311284046
汽车,2024-08-19,565279.2666666667,8479189,15,0.00435158139409432,587.0,257.0,14444.955706984667,32992.953307393
游戏,2024-08-19,395437.90714285715,55361307,140,0.02841182493914732,587.0,257.0,94312.27768313458,215413.64591439688
电商,2024-08-19,58076.0,58076,1,2.980502510834724e-05,587.0,257.0,98.93696763202726,225.97665369649806
电影,2024-08-19,272998.7419354839,8462961,31,0.004343253066601754,587.0,257.0,14417.310051107326,32929.8093385214
电影-华语电影,2024-08-19,388393.9166666667,4660727,12,0.0023919189554747556,587.0,257.0,7939.909710391823,18135.124513618677
电视剧,2024-08-19,365003.88524590165,22265237,61,0.011426681380058923,587.0,257.0,37930.557069846676,86635.16342412452
电视剧-国产剧,2024-08-19,367931.0,22075860,60,0.011329491727879993,587.0,257.0,37607.93867120954,85898.2879377432
电视剧-韩剧,2024-08-19,155390.0,155390,1,7.974727687144565e-05,587.0,257.0,264.7189097103918,604.6303501945525
社会,2024-08-19,609667.8067632851,631006180,1035,0.3238369556860369,587.0,257.0,1074967.9386712096,2455276.9649805445
科技,2024-08-19,401947.0,4019470,10,0.002062821204494946,587.0,257.0,6847.478705281091,15639.961089494163
科普,2024-08-19,239887.64705882352,4078090,17,0.002092905414355324,587.0,257.0,6947.342419080068,15868.054474708171
综艺,2024-08-19,337416.5176470588,28680404,85,0.014718991689123608,587.0,257.0,48859.291311754685,111596.9027237354
综艺-内地综艺,2024-08-19,512662.7551020408,25120475,49,0.012892010264284888,587.0,257.0,42794.67632027257,97745.03891050584
美食,2024-08-19,269717.85714285716,1888025,7,0.0009689481460532285,587.0,257.0,3216.396933560477,7346.400778210117
职场,2024-08-19,468197.5,936395,2,0.00048056471668728585,587.0,257.0,1595.221465076661,3643.5603112840467
萌宠,2024-08-19,212905.25,851621,4,0.00043705808402430925,587.0,257.0,1450.8023850085178,3313.7003891050585
财经,2024-08-19,521653.32467532466,40167306,77,0.020614153245138555,587.0,257.0,68428.1192504259,156293.0194552529
财经-产业公司,2024-08-19,487635.0,975270,2,0.0005005156491049282,587.0,257.0,1661.4480408858603,3794.8249027237352
财经-其他,2024-08-19,400974.5,801949,2,0.0004115660527690261,587.0,257.0,1366.1822827938672,3120.4241245136186
运动健身,2024-08-19,249319.0,249319,1,0.000127952322043323,587.0,257.0,424.7342419080068,970.1128404669261
音乐,2024-08-19,237228.0612244898,11624175,49,0.005965611056870691,587.0,257.0,19802.683134582625,45230.25291828794
音乐-其他,2024-08-19,201082.0,201082,1,0.00010319674321297403,587.0,257.0,342.5587734241908,782.4202334630351
音乐-华语音乐,2024-08-19,304621.1111111111,2741590,9,0.001407003905000236,587.0,257.0,4670.511073253833,10667.665369649805
音乐-日韩音乐,2024-08-19,438609.2,2193046,5,0.0011254871391583525,587.0,257.0,3736.0238500851788,8533.252918287937
互联网,2024-08-26,412348.4285714286,2886439,7,0.0013619414929352987,587.0,257.0,4917.272572402045,11231.280155642024
体育,2024-08-26,470783.2283464567,119578940,254,0.05642229753243373,587.0,257.0,203711.99318568993,465287.70428015565
公益,2024-08-26,209835.0,209835,1,9.90088455602486e-05,587.0,257.0,357.47018739352643,816.4785992217899
其他,2024-08-26,555847.3380414313,590309873,1062,0.2785326520768554,587.0,257.0,1005638.6252129471,2296925.5758754862
军事,2024-08-26,414310.8888888889,3728798,9,0.0017594013644404594,587.0,257.0,6352.296422487223,14508.941634241246
动漫,2024-08-26,467493.375,3739947,8,0.0017646619244955084,587.0,257.0,6371.289608177172,14552.322957198443
动漫-国产动漫,2024-08-26,205284.0,205284,1,9.686149523192066e-05,587.0,257.0,349.717206132879,798.7704280155642
动漫-日本动漫,2024-08-26,417667.0,417667,1,0.0001970725927448345,587.0,257.0,711.5281090289608,1625.1634241245135
历史,2024-08-26,175888.0,175888,1,8.299124468225512e-05,587.0,257.0,299.6388415672913,684.3891050583658
地区,2024-08-26,317483.0,317483,1,0.00014980163135322707,587.0,257.0,540.8568994889267,1235.342412451362
情感,2024-08-26,519090.0172413793,30107221,58,0.014205834080288193,587.0,257.0,51289.98466780238,117148.71984435798
搞笑,2024-08-26,417739.1445783133,34672349,83,0.016359850584278312,587.0,257.0,59067.03407155025,134911.86381322957
教育,2024-08-26,196997.0,196997,1,9.295134533720443e-05,587.0,257.0,335.5996592844974,766.5252918287938
数码,2024-08-26,500618.25,2002473,4,0.0009448497152313374,587.0,257.0,3411.36797274276,7791.72373540856
旅游,2024-08-26,594316.0,1782948,3,0.0008412687262561255,587.0,257.0,3037.390119250426,6937.540856031128
时事,2024-08-26,533748.2285714286,74724752,140,0.035258233518220876,587.0,257.0,127299.40715502555,290757.7898832685
时尚,2024-08-26,634944.2857142857,4444610,7,0.0020971511190484736,587.0,257.0,7571.737649063032,17294.20233463035
明星,2024-08-26,692075.0726072608,209698747,303,0.09894455575047367,587.0,257.0,357238.069846678,815948.4319066148
明星-其他,2024-08-26,182845.0,365690,2,0.00017254769096159987,587.0,257.0,622.9812606473595,1422.9182879377431
明星-内地,2024-08-26,513951.51515151514,67841600,132,0.032010477265280626,587.0,257.0,115573.42419080068,263975.09727626457
明星-日韩,2024-08-26,1673187.0666666667,25097806,15,0.011842184564801298,587.0,257.0,42756.05792163543,97656.8326848249
明星-港台,2024-08-26,383388.0,383388,1,0.00018089834051351103,587.0,257.0,653.1311754684838,1491.7821011673152
星座,2024-08-26,237272.5,1423635,6,0.0006717299680661687,587.0,257.0,2425.2725724020443,5539.43579766537
校园,2024-08-26,282691.5,565383,2,0.0002667711207824721,587.0,257.0,963.1737649063033,2199.9338521400778
汽车,2024-08-26,566927.9333333333,17007838,30,0.008025002529872172,587.0,257.0,28974.170357751278,66178.3579766537
游戏,2024-08-26,427484.5,49588202,116,0.023397767929222532,587.0,257.0,84477.34582623509,192950.20233463036
生活记录,2024-08-26,662220.0,662220,1,0.0003124628289222857,587.0,257.0,1128.1431005110733,2576.731517509728
电影,2024-08-26,388980.0,8168580,21,0.0038542744330856884,587.0,257.0,13915.80919931857,31784.357976653697
电影-华语电影,2024-08-26,434132.9,4341329,10,0.0020484188647614957,587.0,257.0,7395.790459965929,16892.33073929961
电影-美国电影,2024-08-26,245877.75,983511,4,0.00046406123242455095,587.0,257.0,1675.4872231686543,3826.8910505836575
电视剧,2024-08-26,322581.04285714286,22580673,70,0.010654496941422904,587.0,257.0,38467.92674616695,87862.54085603113
电视剧-国产剧,2024-08-26,354863.8064516129,33002334,93,0.015571868325749952,587.0,257.0,56222.03407155025,128413.75097276265
社会,2024-08-26,647958.6479842674,658973945,1017,0.3109312057032085,587.0,257.0,1122613.1942078364,2564100.953307393
科技,2024-08-26,377258.14285714284,5281614,14,0.00249208427971905,587.0,257.0,8997.638841567292,20551.027237354087
科普,2024-08-26,316017.4666666667,4740262,15,0.0022366519802374013,587.0,257.0,8075.403747870528,18444.599221789882
综艺,2024-08-26,492480.33027522935,53680356,109,0.025328615706737025,587.0,257.0,91448.64735945486,208872.9805447471
综艺-内地综艺,2024-08-26,269655.45714285714,9437941,35,0.004453211537044526,587.0,257.0,16078.26405451448,36723.505836575874
美妆,2024-08-26,484129.25,1936517,4,0.000913728942158343,587.0,257.0,3299.006814310051,7535.0856031128405
美食,2024-08-26,560658.875,4485271,8,0.0021163366632585686,587.0,257.0,7641.006814310051,17452.416342412453
职场,2024-08-26,697353.0,697353,1,0.00032904003373115086,587.0,257.0,1187.9948892674618,2713.4357976653696
艺术,2024-08-26,140231.0,140231,1,6.616679496632697e-05,587.0,257.0,238.89437819420783,545.6459143968872
萌宠,2024-08-26,176942.5,353885,2,0.00016697760293129637,587.0,257.0,602.870528109029,1376.9844357976654
财经,2024-08-26,592723.3461538461,30821614,52,0.01454291429191315,587.0,257.0,52507.00851788757,119928.45914396887
财经-产业公司,2024-08-26,529957.3,5299573,10,0.0025005580798830667,587.0,257.0,9028.23339011925,20620.906614785992
财经-宏观经济,2024-08-26,485443.5,970887,2,0.00045810470626660507,587.0,257.0,1653.9812606473595,3777.770428015564
运动健身,2024-08-26,515812.0,515812,1,0.0002433814694694543,587.0,257.0,878.725724020443,2007.0505836575876
音乐,2024-08-26,867768.9333333333,26033068,30,0.012283479920277597,587.0,257.0,44349.349233390116,101295.98443579767
音乐-华语音乐,2024-08-26,263931.625,2111453,8,0.0009962709938033387,587.0,257.0,3597.0238500851788,8215.770428015565
音乐-日韩音乐,2024-08-26,532774.0,2663870,5,0.0012569242186602778,587.0,257.0,4538.109028960817,10365.252918287937
互联网,2024-09-02,471262.7631578947,17907985,38,0.011370134493756128,587.0,257.0,30507.640545144804,69680.87548638132
体育,2024-09-02,513205.80081300816,126248627,246,0.08015775469110853,587.0,257.0,215074.32197614992,491239.79377431906
公益,2024-09-02,195488.0,195488,1,0.0001241192044730548,587.0,257.0,333.02896081771723,760.6536964980545
其他,2024-09-02,383709.8699690403,371814864,969,0.23607262405332838,587.0,257.0,633415.4412265758,1446750.4435797664
军事,2024-09-02,461702.25,1846809,4,0.001172575625581508,587.0,257.0,3146.182282793867,7186.027237354086
动漫,2024-09-02,294733.3076923077,3831533,13,0.0024327162172218092,587.0,257.0,6527.313458262351,14908.688715953307
动漫-国产动漫,2024-09-02,251425.0,1257125,5,0.000798173570363342,587.0,257.0,2141.609880749574,4891.536964980544
动漫-日本动漫,2024-09-02,124783.0,124783,1,7.922719906982114e-05,587.0,257.0,212.57751277683136,485.5369649805447
情感,2024-09-02,424572.71698113205,22502354,53,0.01428719040171807,587.0,257.0,38334.50425894378,87557.79766536965
搞笑,2024-09-02,310484.2972972973,11487919,37,0.007293907387312218,587.0,257.0,19570.560477001705,44700.07392996109
政务,2024-09-02,55576.0,55576,1,3.5286303546992616e-05,587.0,257.0,94.67802385008518,216.24902723735408
教育,2024-09-02,209348.66666666666,628046,3,0.00039875884909807335,587.0,257.0,1069.925042589438,2443.758754863813
数码,2024-09-02,424145.64705882355,7210476,17,0.004578074076117481,587.0,257.0,12283.604770017037,28056.326848249028
旅游,2024-09-02,550834.0,1101668,2,0.0006994708409386833,587.0,257.0,1876.7768313458262,4286.645914396887
时事,2024-09-02,510785.612244898,75085485,147,0.04767326212183606,587.0,257.0,127913.94378194209,292161.42023346305
时尚,2024-09-02,490907.9166666667,5890895,12,0.0037402459538912673,587.0,257.0,10035.596252129471,22921.770428015563
明星,2024-09-02,374155.0358306189,114865596,307,0.07293044277317945,587.0,257.0,195682.44633730836,446947.84435797663
明星-其他,2024-09-02,351281.0,351281,1,0.0002230352669550006,587.0,257.0,598.434412265758,1366.852140077821
明星-内地,2024-09-02,314503.5683453237,43715996,139,0.02775615202092837,587.0,257.0,74473.58773424191,170101.15175097276
明星-日韩,2024-09-02,448919.85714285716,3142439,7,0.001995196783358067,587.0,257.0,5353.388415672913,12227.389105058366
明星-欧美,2024-09-02,663409.0,663409,1,0.0004212115184577304,587.0,257.0,1130.168654173765,2581.3579766536964
明星-港台,2024-09-02,343757.4,1718787,5,0.0010912919212362315,587.0,257.0,2928.0868824531517,6687.887159533074
星座,2024-09-02,159693.66666666666,479081,3,0.0003041780191017124,587.0,257.0,816.1516183986371,1864.1284046692606
校园,2024-09-02,394143.0,1182429,3,0.0007507475999850103,587.0,257.0,2014.359454855196,4600.8910505836575
汽车,2024-09-02,341049.63636363635,3751546,11,0.0023819308861110183,587.0,257.0,6391.04940374787,14597.455252918287
游戏,2024-09-02,222019.09649122806,25310177,114,0.01606993285681069,587.0,257.0,43117.84838160136,98483.17898832685
电商,2024-09-02,498008.0,498008,1,0.00031619514640907406,587.0,257.0,848.3952299829642,1937.7743190661479
电影,2024-09-02,304446.7826086957,7002276,23,0.004445883770977064,587.0,257.0,11928.919931856899,27246.210116731516
电影-华语电影,2024-09-02,104103.66666666667,312311,3,0.00019829244182857368,587.0,257.0,532.045996592845,1215.2178988326848
电视剧,2024-09-02,366553.6060606061,24192538,66,0.015360321711532923,587.0,257.0,41213.86371379898,94134.38910505836
电视剧-国产剧,2024-09-02,366881.89285714284,30818079,84,0.019567008966625856,587.0,257.0,52500.9863713799,119914.70428015564
社会,2024-09-02,514441.30067243037,535533394,1041,0.3400207625636101,587.0,257.0,912322.6473594549,2083787.525291829
科技,2024-09-02,541557.0,4874013,9,0.003094607424247663,587.0,257.0,8303.258943781942,18965.03112840467
科普,2024-09-02,357252.60869565216,8216810,23,0.005217015471569822,587.0,257.0,13997.972742759795,31972.0233463035
综艺,2024-09-02,350347.5045045045,38888573,111,0.024691125510784895,587.0,257.0,66249.69846678023,151317.4046692607
综艺-内地综艺,2024-09-02,359737.65,14389506,40,0.009136182463784216,587.0,257.0,24513.638841567292,55990.295719844355
美妆,2024-09-02,2136725.0,6410175,3,0.004069947114570019,587.0,257.0,10920.229982964225,24942.315175097276
美食,2024-09-02,198519.5,397039,2,0.00025208792777447824,587.0,257.0,676.3867120954003,1544.8988326848248
职场,2024-09-02,406744.0,406744,1,0.00025824982456308415,587.0,257.0,692.9199318568994,1582.6614785992217
萌宠,2024-09-02,208311.0,208311,1,0.00013226078123970022,587.0,257.0,354.8739352640545,810.5486381322958
读书,2024-09-02,163057.0,163057,1,0.00010352812000615329,587.0,257.0,277.7802385008518,634.4630350194552
财经,2024-09-02,443378.35353535356,43894457,99,0.027869460445739437,587.0,257.0,74777.60988074957,170795.55252918287
财经-产业公司,2024-09-02,347320.0,694640,2,0.00044104069914860643,587.0,257.0,1183.373083475298,2702.8793774319065
财经-其他,2024-09-02,677465.0,677465,1,0.00043013595135424197,587.0,257.0,1154.114139693356,2636.0505836575876
音乐,2024-09-02,198169.8125,6341434,32,0.0040263020916802145,587.0,257.0,10803.124361158432,24674.84046692607
音乐-华语音乐,2024-09-02,327309.1666666667,3927710,12,0.00249378090011081,587.0,257.0,6691.158432708688,15282.918287937744
音乐-日韩音乐,2024-09-02,435011.2727272727,4785124,11,0.00303817003695839,587.0,257.0,8151.829642248722,18619.15953307393
互联网,2024-09-09,385717.2075471698,20443012,53,0.0120280134156675,587.0,257.0,34826.255536626915,79544.79377431907
体育,2024-09-09,534023.2517985612,148458464,278,0.0873482046902575,587.0,257.0,252910.50085178876,577659.392996109
健康,2024-09-09,104981.0,104981,1,6.17674575737758e-05,587.0,257.0,178.84327086882453,408.4863813229572
公益,2024-09-09,156511.25,626045,4,0.00036834482408030475,587.0,257.0,1066.5161839863713,2435.9727626459144
其他,2024-09-09,355901.4070881226,371561069,1044,0.21861463089058292,587.0,257.0,632983.0817717207,1445762.9143968872
军事,2024-09-09,358444.5,2150667,6,0.001265383571101625,587.0,257.0,3663.8279386712097,8368.354085603112
动漫,2024-09-09,198973.36363636365,2188707,11,0.0012877650885772295,587.0,257.0,3728.63202725724,8516.369649805447
动漫-国产动漫,2024-09-09,209202.33333333334,627607,3,0.00036926385484520736,587.0,257.0,1069.1771720613287,2442.0505836575876
动漫-日本动漫,2024-09-09,257202.0,257202,1,0.00015132941792219816,587.0,257.0,438.1635434412266,1000.7859922178989
情感,2024-09-09,358653.35294117645,12194214,34,0.0071746849038449145,587.0,257.0,20773.788756388414,47448.30350194553
搞笑,2024-09-09,275069.5625,4401113,16,0.002589473909611198,587.0,257.0,7497.637137989778,17124.953307392996
教育,2024-09-09,189562.66666666666,568688,3,0.0003345978025806138,587.0,257.0,968.8040885860306,2212.793774319066
数码,2024-09-09,503474.3333333333,9062538,18,0.005332107061522857,587.0,257.0,15438.73594548552,35262.79377431906
时事,2024-09-09,777135.6764705882,105690452,136,0.06218487640490363,587.0,257.0,180051.8773424191,411246.89494163427
时尚,2024-09-09,249033.33333333334,2988400,12,0.0017582788334410192,587.0,257.0,5090.971039182283,11628.015564202335
明星,2024-09-09,481104.4740484429,139039193,289,0.08180620735866038,587.0,257.0,236864.04258943783,541008.53307393
明星-其他,2024-09-09,203045.5,406091,2,0.0002389309362036196,587.0,257.0,691.8074957410562,1580.1206225680935
明星-内地,2024-09-09,393497.41807909607,69649043,177,0.04097926585340764,587.0,257.0,118652.54344122657,271007.9494163424
